url,page_number,commenter_id,date_time,like_count,comment_text_chinese,comment_text_english
https://www.bilibili.com/video/BV1h7411W7Ew,1,米九十发,2020-02-02 04:46:57,27500,仿佛有人抓住了我的喉咙 在我的耳边对我说：深井冰,As if someone grabbed my throat and said to me in my ear: Deep well ice
https://www.bilibili.com/video/BV1h7411W7Ew,1,泡芙不好泡-,2020-02-02 08:00:33,11795,来人 有人在家被关疯了[画风突变],Someone came at home and was crazy at home.
https://www.bilibili.com/video/BV1h7411W7Ew,1,我拍了拍月亮,2020-02-03 01:14:25,18098,知道为啥中国男女团发展不起来了，得有多大的勇气才敢唱出这些羞耻的词[画风突变],"Knowing why the Chinese men's and women's groups can't develop anymore, how much courage must be sang these shameful words [style of painting style]"
https://www.bilibili.com/video/BV1h7411W7Ew,1,Euphoria777,2020-02-02 05:09:57,10985,开头和结尾的神经病[笑哭],Neuropathy at the beginning and end [laughs and cry]
https://www.bilibili.com/video/BV1h7411W7Ew,1,Euphoria777,2020-02-02 05:08:39,6539,我感觉我要变成神经病了，笑到打字都手抖[大笑][大笑]等等，我竟然听完了[大笑][大笑][大笑],"I feel that I am going to become a neurosis, and I shake my hands when I laugh [Laughs] [Laughs] and so on."
https://www.bilibili.com/video/BV1h7411W7Ew,1,碳水天使,2020-02-02 09:31:40,6087,最后那个神经病把我笑死了哈哈哈哈哈哈哈哈哈哈哈，我笑到黄山最高的松树顶端都为我颤抖,"In the end, the neuropathy laughed at me hahahahahahahaha ha ha ha ha ha ha ha ha ha ha ha ha ha, which I laughed at the top pine trees in Huangshan trembled for me."
https://www.bilibili.com/video/BV1h7411W7Ew,1,任务是搞搞搞搞搞,2020-02-02 11:56:04,6058,说实在的，调都对，mv也是原mv，就是那么别扭哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,说实在的，调都对，mv也是原mv，就是那么别扭哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
https://www.bilibili.com/video/BV1h7411W7Ew,1,故事发生前,2020-02-02 07:29:27,2733,感觉有被内涵到，仔细想想又没什么不对[喜极而泣],"I feel that I have been connotative, think about it, but there is nothing wrong with it [喜 泣 泣]"
https://www.bilibili.com/video/BV1h7411W7Ew,1,小小屎-,2020-02-02 08:22:36,2680,笑死我了md哈哈哈哈哈哈哈 现在我们没事了是最好笑的,I laughed at me ha ha ha ha ha ha ha ha ha ha ha ha ha to be fine now is the most funny
https://www.bilibili.com/video/BV1h7411W7Ew,1,鑼在鳴的羊肉串串兒,2020-02-02 08:08:42,3415,唱到 嘿現在我們沒事了 的時候我忍不住了哈哈哈哈哈哈哈哈哈哈哈哈我的快樂源泉愛了愛了,I can't help it when we are okay now.
https://www.bilibili.com/video/BV1h7411W7Ew,1,苏比丢丢,2020-02-02 21:58:15,1745,韩国人听是这种感觉么哈哈哈哈哈哈哈,Korean people listen to this feeling hahahahahahahahahaha
https://www.bilibili.com/video/BV1h7411W7Ew,1,uremyhope,2020-02-02 10:39:43,2376,简单粗暴的直译,Simple and rude literal translation
https://www.bilibili.com/video/BV1h7411W7Ew,1,忘忧er表示又想搬家,2020-02-02 11:27:22,1743,睡前刷到有点[无语][无语]，我睡不着了呀，耳边全是神经病[无语][无语],"It ’s a bit [speechless] before going to bed, I ca n’t sleep anymore, my ears are all neuropathy [speechless] [speechless]"
https://www.bilibili.com/video/BV1h7411W7Ew,1,2022lymzdhgz,2020-02-02 09:16:48,1149,我去给我嘴疮笑裂了，好疼哈哈哈哈哈哈,"I went to my mouth and smiled, it hurts hahahahahahaha"
https://www.bilibili.com/video/BV1h7411W7Ew,1,沙湾姜埋奶,2020-02-02 12:26:27,1026,恶魔的低语：（神经病）,Demon's whisper: (neuropathy)
https://www.bilibili.com/video/BV1h7411W7Ew,1,吉利嘎啦,2020-02-02 20:51:41,917,gidle的lion来一下直译吧[偷笑]唔～我是一只狮子，狮子女王～,"GIDLE's lion Come and translate it. [Smiling] Hmm ~ I am a lion, Queen Lion King ~"
https://www.bilibili.com/video/BV1h7411W7Ew,1,芝芝豆奶奶奶,2020-02-02 09:24:27,760,被强制承认神经病[tv_鼓掌],Mandatically recognized neuropathy [TV_ applaud]
https://www.bilibili.com/video/BV1h7411W7Ew,1,StarlightTS,2020-02-03 08:20:28,495,这个视频好像有一个世纪那么长,This video seems to be as long as a century
https://www.bilibili.com/video/BV1h7411W7Ew,1,金粉Von,2020-02-02 13:12:22,704,哈哈哈哈哈哈哈哈哈哈哈哈怎么开头结尾都还骂人呢[doge],"Hahahahahahahahahahahahahahaha, how do you still scold people at the beginning and end [DOGE]"
https://www.bilibili.com/video/BV1h7411W7Ew,3,JeongHoseok,2020-02-02 09:23:34,46,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈Hahahahahahahahahahahahahahahahahahahahahahahahahaha
https://www.bilibili.com/video/BV1h7411W7Ew,3,En_Simyeeee17,2020-02-07 08:58:17,377,"疯婆娘（神经病）中文版
Huuuuu Hey yeah Mmmm
（神经病）
你该如何是好
这样的心又是第一次
上和下有点严重
总是调节不好
确定的是 我不会玩游戏
我们真的很特别
我太喜欢你了
你知道的太清楚了还缠着我
我也一样 啊～啊～
我们真的是特别奇怪的关系
让彼此粉碎 （彼此粉碎）
然后再拥抱（然后再拥抱）
你让我感觉像个神经病 神经病
总是总是看着我们说话
就算吵架再也不见面
你跟我在一起
说又不理解
也不搞笑
是的神经病 神经病
互相喜欢死的傻瓜 傻瓜
没有你的人又晕又悲伤
没有力气
说你们两个交往很好
嘿现在我们没事了
嘿 麻烦 没有警告的你
我是原创视觉 我们本来就这样yeah
不害怕 只是有趣
很热 让我跳一下
我该如何对待你 咦～
不知如何是好
为了安慰你
狠狠的用脚踢
偶尔对我露出微笑的你
我怎么能放开 5～
我们是美丽真的很悲伤的关系
让彼此闪耀现在
（告诉我）
就像月亮和河一样
（然后我们又拥抱）
你让我感觉像个神经病 神经病
总是总是看着我们说话
就算吵架再也不见面
你跟我在一起
说又不理解
也不搞笑
是的神经病 神经病（神经病 神经病）
互相喜欢死的傻瓜 傻瓜（傻瓜 傻瓜）
没有你的人又晕又悲伤
没有力气
说你们两个交往很好
嘿现在我们没事了
不要回头看 就那么 像我们一样去吧
我用全身在感受着你
一切都会好的
你让我感觉像个神经病 神经病
总是总是看着我们说话
就算吵架再也不见面
你跟我在一起
说你们两个交往很好
嘿现在我们没事了
嘿现在我们没事了
嘿现在我们没事了
嘿现在我们没事了
嘿现在我们没事了
没关系的
没关系的
我们有点奇怪
（神经病）","Crazy Womado (neuropathy) Chinese version
Huuuuu hey Yeah mmmm
(Neuropathy)
What should you do
This kind of heart is the first time
The top and bottom are a bit serious
Always not to adjust well
What I am sure is that I can't play games
We are really special
I like you so much
You know too clearly and it's entangled with me
I am the same ~ ah ~ ah ~
We are really strange relationships
Make each other (crushed each other)
Then hug (then hug again)
You make me feel like a neuropathy
Always watching us talking
Even if the quarrel never meet again
You are with me
I don't understand
Not funny
Yes, neuropathy neuropathy
Fools who like each other to die
People without you are dizzy and sad
too tired
Say that the two of you have a good relationship
Hey we are okay now
Hey, trouble, there is no warning, you
I am an original vision, we are just like this year
Not afraid it's just fun
Very hot, let me jump
How should I treat you ~
do not know what to do
To comfort you
Kick with your feet fiercely
Occasionally you smile at me
How can I let go 5 ~
We are really sad relationships
Let each other shine now
(tell me)
Just like the moon and the river
(Then we hug again)
You make me feel like a neuropathy
Always watching us talking
Even if the quarrel never meet again
You are with me
I don't understand
Not funny
Yes neuropathy (neuropathy) (neuropathy)
Fools who like each other to death (fool fool)
People without you are dizzy and sad
too tired
Say that the two of you have a good relationship
Hey we are okay now
Don't look back like that like us, right?
I feel you with my whole body
everything will be fine
You make me feel like a neuropathy
Always watching us talking
Even if the quarrel never meet again
You are with me
Say that the two of you have a good relationship
Hey we are okay now
Hey we are okay now
Hey we are okay now
Hey we are okay now
Hey we are okay now
it does not matter
it does not matter
We are a little strange
(Neuropathy)"
https://www.bilibili.com/video/BV1h7411W7Ew,3,三分热度本尊,2020-02-02 06:21:02,52,玩弄节奏呀，太有才华了,"Play the rhythm, it's too talented"
https://www.bilibili.com/video/BV1h7411W7Ew,3,水晶1829,2020-02-02 10:35:00,451,看完不由自主说了句：哈哈哈神经病啊[妙啊],"After reading it, I couldn't help but say: Hahaha neuropathy [Miao]"
https://www.bilibili.com/video/BV1h7411W7Ew,3,阿在要日拱一卒,2020-02-12 00:14:35,45,我听这首的次数已经比原唱多了哈哈哈哈哈哈哈哈,I have listened to this number more time than the original singing hahahahahahahahahahahahahahahahahahahahahahahahahahahaha
https://www.bilibili.com/video/BV1h7411W7Ew,3,这里实在太无聊了,2020-02-04 03:48:17,355,新型冠状病毒到底逼疯了多少人[doge],How many people are the new coronary virus in the end [DOGE]
https://www.bilibili.com/video/BV1h7411W7Ew,3,Miku浓度百分百_,2020-08-22 12:00:25,41,"歌词
Huuuuu Hey yeah Mmmm
（神经病）
你该如何是好
这样的心又是第一次
上和下有点严重
总是调节不好
确定的是 我不会玩游戏
我们真的很特别
我太喜欢你了
你知道的太清楚了还缠着我
我也一样 啊～啊～
我们真的是特别奇怪的关系
让彼此粉碎（彼此粉碎）
然后再拥抱（然后再拥抱）
你让我感觉像个神经病 神经病
总是总是看着我们说话
就算吵架再也不见面
你跟我在一起
说也不理解
也不搞笑
是的神经病 神经病
互相喜欢死的傻瓜 傻瓜
没有你的人又晕又悲伤
没有力气
说你们两个交往很好
嘿现在我们没事了
嘿 麻烦 没有警告的你
我是原创视觉 我们本来就这样yeah
不害怕 只是有趣
很热 让我跳一下
我该如何对待你 咦～
不知如何是好
为了安慰你
狠狠的用脚踢
偶尔对我露出微笑的你
我怎能放开 5～
我们是美丽真的很悲伤的关系
让彼此闪耀现在
（告诉我）
就像月亮和河一样
（然后我们又拥抱）
你让我感觉像个神经病 神经病
总是总是看着我们说话
就算吵架再也不见面
你跟我在一起
说又不理解
也不搞笑
是的神经病 神经病（神经病 神经病）
互相喜欢死的傻瓜 傻瓜（傻瓜 傻瓜）
没有你的人又晕又悲伤
没有力气
说你们两个交往很好
嘿现在我们没事了
不要回头看 就那么 像我们一样去吧
我用全身在感受着你
一切都会好的
你让我感觉像个神经病 神经病
总是总是看着我们说话
就算吵架再也不见面
你跟我在一起
说你们两个交往很好
嘿现在我们没事了
嘿现在我们没事了
嘿现在我们没事了
嘿现在我们没事了
嘿现在我们没事了
没关系的
没关系的
我们有点奇怪
（神经病）","lyrics
Huuuuu hey Yeah mmmm
(Neuropathy)
What should you do
This kind of heart is the first time
The top and bottom are a bit serious
Always not to adjust well
What I am sure is that I can't play games
We are really special
I like you so much
You know too clearly and it's entangled with me
I am the same ~ ah ~ ah ~
We are really strange relationships
Make each other (crushed each other)
Then hug (then hug again)
You make me feel like a neuropathy
Always watching us talking
Even if the quarrel never meet again
You are with me
I don't understand
Not funny
Yes, neuropathy neuropathy
Fools who like each other to die
People without you are dizzy and sad
too tired
Say that the two of you have a good relationship
Hey we are okay now
Hey, trouble, there is no warning, you
I am an original vision, we are just like this year
Not afraid it's just fun
Very hot, let me jump
How should I treat you ~
do not know what to do
To comfort you
Kick with your feet fiercely
Occasionally you smile at me
How can I let go 5 ~
We are really sad relationships
Let each other shine now
(tell me)
Just like the moon and the river
(Then we hug again)
You make me feel like a neuropathy
Always watching us talking
Even if the quarrel never meet again
You are with me
I don't understand
Not funny
Yes neuropathy (neuropathy) (neuropathy)
Fools who like each other to death (fool fool)
People without you are dizzy and sad
too tired
Say that the two of you have a good relationship
Hey we are okay now
Don't look back like that like us, right?
I feel you with my whole body
everything will be fine
You make me feel like a neuropathy
Always watching us talking
Even if the quarrel never meet again
You are with me
Say that the two of you have a good relationship
Hey we are okay now
Hey we are okay now
Hey we are okay now
Hey we are okay now
Hey we are okay now
it does not matter
it does not matter
We are a little strange
(Neuropathy)"
https://www.bilibili.com/video/BV1h7411W7Ew,3,KJKAIGIGI-,2020-02-02 12:48:31,278,不行了哈哈哈哈哈开头的的神经病我就开始笑到最后了，最后一声神经病我直接要笑到嘴裂哈哈哈哈哈哈哈哈,"No, hahahahaha, I started to laugh at the end of the neuropathy at the beginning, and the last neuropathy, I want to laugh at my mouth crack hahahahahahahahaha"
https://www.bilibili.com/video/BV1h7411W7Ew,3,红酒的化学反应,2020-11-14 17:04:35,37,常看常新卧槽，这真是个神仙！,"I often look at the new new slot, this is really a fairy!"
https://www.bilibili.com/video/BV1h7411W7Ew,3,好想喝杨枝甘露,2020-02-02 20:04:47,165,妈耶妈鸭简直人才！！！整个人在床上笑到裂开！！你让我感觉像个神经病hhhhhhh[笑哭][笑哭][笑哭],Momya Duck is just talented!IntersectionIntersectionThe whole person laughed in bed!IntersectionYou make me feel like a neuropathy hhhhhhh [laugh and cry] [laughs and cry] [laughs and cry]
https://www.bilibili.com/video/BV1h7411W7Ew,3,幼烟也是油烟,2022-12-10 12:38:48,2,@想吃松饼了XD 笑不活了救命啊大脑缺氧脑干丧失,@ @笑 笑 笑 活 活 了 Loss of oxygen and stem loss
https://www.bilibili.com/video/BV1h7411W7Ew,3,汤汤崽ovo,2020-02-02 07:41:37,143,神经病太好笑了,Nervous disease is so funny
https://www.bilibili.com/video/BV1h7411W7Ew,3,肥鸡有礼,2020-02-03 03:01:59,54,呃。。从另一方面看，韩国这些歌词是真的很没营养啊[笑哭],"Well.EssenceOn the other hand, these lyrics in Korea are really nutritious [laugh and cry]"
https://www.bilibili.com/video/BV1h7411W7Ew,3,等一下我还没想好,2020-02-02 13:05:20,142,从点进来到刚开始的神经病还没反应过来是中文直译！！！哈哈哈,The neuropathy from pointing to the beginning has not responded to Chinese literal translation!IntersectionIntersectionHahaha
https://www.bilibili.com/video/BV1h7411W7Ew,3,巧克力加红豆,2021-06-11 23:30:48,24,现在up主用四川话翻唱 有种故意的感觉反而不好笑 但是原来的这个就很自然很正经的搞笑 就是那种不经意的才是最好笑的,"Now the UP master has a sense of intentional to cover Sichuan dialect, but it is not funny, but the original one is naturally serious and funny."
https://www.bilibili.com/video/BV1h7411W7Ew,3,coollaha,2020-02-13 19:49:17,24,不知道怎么夸奖你，狠狠用脚踢[害羞],"I don’t know how to praise you, kick with your feet fiercely [shy]"
https://www.bilibili.com/video/BV1h7411W7Ew,3,k我要下雪了k,2020-02-02 12:36:58,127,明明调子抓得那么好可是却唱成了深井冰哈哈哈哈哈哈,"Obviously the tune is so good, but it is sung as a deep well ice hahahahahahaha"
https://www.bilibili.com/video/BV1h7411W7Ew,3,冯丸子爱吃肉,2020-02-02 11:12:09,106,本来不开心，一开口我笑了，哈哈哈哈哈,"I was unhappy, I laughed when I opened my mouth, hahahahahaha"
https://www.bilibili.com/video/BV1h7411W7Ew,3,UPKEY,2020-02-02 12:53:24,22,草(中日双语) 哈哈哈哈哈哈哈哈哈哈哈哈xswl,Cao (Chinese and Japanese bilingual) Hahahahahahahahahahahahahahahahahahahahaha
https://www.bilibili.com/video/BV1h7411W7Ew,3,ZoomP-,2020-02-03 11:41:44,94,不错，找到了当年听泡泡茶的快乐,"Yes, I found the joy of listening to tea that year"
https://www.bilibili.com/video/BV1h7411W7Ew,4,郑在玹可能不会睡你,2020-02-03 00:47:10,25,建议把神经病换成胎神[doge],It is recommended to replace neuropathy with fetal god [DOGE]
